"","species","vir_pos","massmale_kg","massfemale_kg","habitat_forest","habitat_savanna","habitat_shrubland","habitat_grassland","habitat_wetlands","habitat_rocky.areas","habitat_desert","threat_critical","threat_data_deficient","threat_endangered","threat_least_concern","threat_not_evaluated","threat_near_threatened","threat_vulnerable","population_decreasing","ppoulation_increasing","population_stable","locomotion_arboreal","locomotion_both","locomotion_terrestrial","folivore","folivore_frugivore","frugivore","gummivore","insectivore","omnivore","adult_mass_g","brain_mass_g","adult_body_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","home_range_km2","social_group_n","det_inv","det_vend","det_vect","det_vunk","det_fruit","det_nect","det_seed","det_plantother","det_diet_breadth_n","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","disected_by_mountains","habitat_breadth_n","aotidae","atelidae","callitrichidae","cebidae","cercopithecidae","cheirogaleidae","daubentoniidae","galagidae","hominidae","hylobatidae","indriidae","lemuridae","lepilemuridae","lorisidae","pitheciidae","tarsiidae","afrotropical","australasian","indomalayan","neotropical","palearctic","realm_multiple","foraging_stratum_arboreal","foraging_stratum_ground","foraging_stratum_scansorial","activity_cycle_diurnal","activity_cycle_multiple","activity_cycle_nocturnal","body_size_ratio","rel_age_fb_days","rel_sexual_maturity_days","postnatal_growth_rate","mass_specific_production","home_range_scaled_km2_g","wos_hits","hfp_avg","species_avg","max_popdens","min_popdens","mean_popdens","mean_temp","max_temp","min_temp","range_temp","mean_prec","max_prec","min_prec","range_prec","ymin","ymax","range_lat","centroid","ecor_n"
"137","Daubentonia madagascariensis",0,0.963174317773006,0.912282710476616,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,7.86723192910589,3.80999027986299,420,8869.5,834.72,882,NA,1277.5,167,1,1,835.633,4.80229825009902,197.7,7.3362856600213,2920,0.586118607801422,3.68361562443884,-2.81341071676004,0,40,0,0,0,0,20,40,0,3,1875,0,1875,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,21.4330404795139,-1.93771338185113,-2.36327736465491,2.53398740992228,0.0466569360962024,-10.6806426458659,5.00394630594546,2.19833490803778,49.97046035165,5.18596948671515,1.67563403506895,3.72202667274514,216.489864864865,341,72,159.337837837838,1778,6.21060007702465,0,298.22972972973,-25.1981384083333,-12.3240171805556,12.8741212277778,-18.7610777944444,1.79175946922805
"138","Erythrocebus patas",1,2.51769647261099,1.87180217690159,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,8.94383253475581,4.59499863066659,770,10329.5,1246.07,977.759,1400,1079.79,167.2,1,1,360.753,6.30353430761659,162.224,7.57558465155779,3529.336,1.17803942229943,-0.263965545834465,3.34073941262504,3.3322045101752,0,0,0,0,40,0,20,40,3,2000,5.70711026474888,1700,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,14.0173833485819,-2.25823730146463,-2.11500928068703,1.2720503439412,0.0713399908622153,-5.60309312213077,5.86078622346587,1.86142661922502,81.6490899599567,8.12801090893362,0.0672630491309335,3.89272842736928,263.657102473498,432,38,221.961201413428,900.848833922262,6.55535689181067,0,192.823816254417,-0.366570686111111,19.9361873416667,20.3027580277778,9.78480832777778,3.40119738166216
"139","Eulemur albifrons",0,0.793897083660088,0.765467842139571,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.79411862069457,3.10458667846607,459.81,14235,591.188,634.375,548,759.051,124.676,1.07,1,450.691,4.31521887409227,152.5,NA,2920,0.545806592661236,4.26568942830242,NA,NA,20,0,0,0,40,0,0,40,3,1670,0,1670,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,32.4240277963384,-2.93139003089801,-3.18132492798374,NA,0.0330002184404997,NA,1.79175946922805,2.42764573391905,53.5637869205115,4.54090132250004,2.83798556922526,3.78726672028802,217.896551724138,304,100,146.431034482759,2090.60344827586,5.95324333428778,3.17805383034795,275.224137931034,-17.9629556916667,-13.4847416805556,4.47821401111111,-15.7238486861111,1.09861228866811
"140","Eulemur cinereiceps",0,0.783901543828409,0.76080582903376,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.78887178760863,3.16336311493794,484.81,13505,597.887,647.775,548,767.19,119.415,1.1,2,541.879,4.39259558602312,153,NA,2920,0.542905517229402,2.00148000021012,NA,NA,0,0,0,0,80,5,0,15,1,900,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29.8527272727273,-2.86808077715328,-3.11741349334258,NA,0.073695109324563,NA,2.39789527279837,1.54117736490647,60.6771259307861,3.67808079161301,3.43795522047531,3.55096174448667,203,282,109,168.5,1370,5.64190707093811,3.49650756146648,249,-23.5324491472222,-22.0989047861111,1.43354436111111,-22.8156769666667,0
"141","Eulemur collaris",0,0.727548607277278,0.797507195884188,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.79110951061003,3.15700042115011,484.81,13505,597.887,647.775,548,767.19,119.415,1.1,2,541.879,4.39259558602312,153,NA,2920,0.544066957545793,2.37024374146786,NA,NA,0,0,0,0,100,0,0,0,1,1875,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29.9196042053185,-2.86808077715328,-3.11741349334258,NA,0.0735303844563869,NA,3.36729582998647,1.65362707582426,45.4018173217773,4.34460034634355,2.7649371623918,3.61582260957896,199.619047619048,297,86,175.238095238095,1481.80952380952,5.87211778947542,2.83321334405622,236.571428571429,-25.1009153305556,-23.0324447472222,2.06847058333334,-24.0666800388889,0.693147180559945
"142","Eulemur coronatus",0,0.524728528934982,0.482426149244293,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.43829529085723,2.99972429482353,401.135,10950,701.52,608.72,NA,826.54,125.396,1.5,1,363.697,4.07753744390572,144.34,NA,3062.15,0.349952398177906,5.93889148680083,-2.99573227355399,1.9387416595767,0,0,0,0,30,0,0,70,2,1400,0,1400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28.8110169491525,-2.58384642230045,-2.74784532577355,NA,0.0520634173603553,-10.4340275644112,3.66356164612965,1.87102843443137,37.3450366973877,4.40944647606932,2.99592098789354,3.52608302298856,245.909090909091,324,156,131.909090909091,1444.90909090909,5.97888576490112,2.63905732961526,288.818181818182,-14.1226441194444,-11.9678632527778,2.15478086666667,-13.0452536861111,0.693147180559945
"143","Eulemur flavifrons",0,0.631271776841858,0.56531380905006,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7.52294091807237,3.15955035878339,423.555,14235,660.75,604.375,548,868.7,127.245,1.04,1,364.75,4.31307840504761,152,NA,2920,0.559044196036465,5.29831736654804,-3.50655789731998,2.21920348405499,0,0,0,0,30,0,0,70,2,1200,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,24.7756796571582,-2.79646115844626,-3.07008344622774,NA,0.0419766486486487,-11.0294988153924,2.56494935746154,2.78580135432524,37.8383392333984,3.36854160467436,3.04983832367311,3.19472399518692,255.666666666667,328,142,146.166666666667,1739,6.16120732169508,1.6094379124341,442.666666666667,-14.6127277972222,-14.0720484361111,0.540679361111112,-14.3423881166667,1.09861228866811
"144","Eulemur fulvus",1,0.667829372575655,0.765467842139571,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,7.79110951061003,3.16968558067743,484.81,13505,791.75,647.775,548,970.9,119.415,1.1,2,541.879,4.39259558602312,153,NA,2920,0.544066957545793,4.70048036579242,-2.99573227355399,2.21375387928743,0,0,0,0,30,0,0,70,2,400,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29.9196042053185,-2.63259178985062,-2.83656958080797,NA,0.0735303844563869,-10.786841784164,5.8636311755981,2.83569113281938,34.4254922537968,5.98954100639463,2.10954488486607,3.90504148960301,255.71875,354,135,164.78125,1767.34375,6.20455776256869,0.693147180559945,431,-19.8518612027778,-13.2932717416667,6.55858946111111,-16.5725664722222,1.09861228866811
"145","Eulemur macaco",0,0.749054812498241,0.739553553374101,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7.81811445390285,3.15955035878339,423.555,14235,660.75,604.375,548,868.7,127.245,1.04,1,364.75,4.31307840504761,152,NA,4120.412,0.559044196036465,5.29831736654804,-3.50655789731998,2.21920348405499,0,0,0,0,30,0,0,70,2,1600,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,33.2826436319807,-2.79646115844626,-3.07008344622774,NA,0.0312475178203898,-11.3246723512228,4.43081679884331,2.38825607146021,39.8000940746731,4.54655929281919,2.8195295583536,3.60233629527545,237.111111111111,328,96,151.444444444444,1772.55555555556,6.20455776256869,2.30258509299405,408.944444444444,-14.3091536972222,-13.3121211138889,0.997032583333333,-13.8106374055556,1.09861228866811
"146","Eulemur mongoz",0,0.343589704390077,0.444685821261446,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,7.55776789726374,3.17942788590109,402.425,13213,1060.7,796.255,1065,916.15,128.5,1.11,1,364.75,4.02472649534123,154,NA,4154.101,0.41607528722018,3.79773385902602,-2.99573227355399,0.993251773010283,0,0,0,0,20,50,0,30,3,400,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,34.227910301081,-2.66877636568803,-2.52227212590279,NA,0.0324296747956869,-10.5535001708177,3.95124371858143,2.79985778772152,30.8943296160017,4.50129807423307,2.10954488486607,3.71513421614109,265.625,351,159,167.25,1484.375,6.12249280951439,0.693147180559945,448.25,-16.4698869972222,-15.3270197972222,1.1428672,-15.8984533972222,0
"147","Eulemur rubriventer",0,0.727548607277278,0.672944473242426,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,7.47609292072943,3.28746861633381,427.36,7497.708,566.36,566.36,1350,696.36,130,1,1.077,359.226,4.44851637594271,151.22,NA,2920,0.370873663338545,3.38099467434464,-2.04022082852655,1.19392246847243,0,0,0,0,30,0,0,70,2,2400,4.26267987704132,2330,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20.647134502924,-2.37648588482869,-2.58312273440244,NA,0.052162201967904,-9.51631374925598,4.26267987704132,1.70149810737681,54.9929294875174,4.85169129446577,2.66985111658409,3.69644549858338,201.409090909091,319,72,163.55303030303,1677.98484848485,6.12905021006055,2.30258509299405,285.575757575758,-22.647520725,-13.5789885416667,9.06853218333333,-18.1132546333333,1.38629436111989
"148","Eulemur rufifrons",0,0.779324876800998,0.810930216216329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,7.71868549519847,3.10503500844444,469.62,13505,597.887,647.775,548,767.19,119.415,1.1,2,541.879,4.39259558602312,153,NA,2920,0.504405055963068,4.45840880459269,NA,2.2512917986065,0,0,0,0,30,0,0,70,2,1670,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,27.8293135435993,-2.86808077715328,-3.11741349334258,NA,0.0790533333333333,NA,3.73766961828337,2.47950452184044,40.9451103210449,4.85169129446577,1.92189670336189,3.54264768144029,231.545454545455,363,79,196.345454545455,1017.76363636364,5.94017125272043,0,239.363636363636,-23.0304606027778,-19.6574150472222,3.37304555555556,-21.343937825,1.79175946922805
"149","Eulemur rufus",0,0.772420361454453,0.819779831493311,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,7.78605749823203,3.10503500844444,469.62,13505,597.887,647.775,548,767.19,119.415,1.1,2,541.879,4.39259558602312,153,NA,2920,0.541160823562064,4.45840880459269,NA,2.2512917986065,0,0,0,0,30,0,0,70,2,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29.7688311688312,-2.86808077715328,-3.11741349334258,NA,0.0739028008027223,NA,1.09861228866811,2.76950878925628,29.6845873090956,4.01334355683369,1.67563403506895,2.96032486870785,260.074074074074,357,129,169.592592592593,1281.16666666667,6.18620862390049,0,383.351851851852,-19.7625747027778,-14.986739025,4.77583567777778,-17.3746568638889,0.693147180559945
"150","Eulemur sanfordi",0,0.625938430866495,0.60431596685333,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7.78593492184238,3.05635689537043,484.81,13505,597.887,647.775,548,767.19,119.415,1.1,2,541.879,4.39259558602312,153,NA,2974.727,0.541160823562064,6.22969373584023,NA,2.04122032885964,0,0,0,0,80,0,0,20,2,1400,NA,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,29.765182436611,-2.86808077715328,-3.11741349334258,NA,0.0739118600964465,NA,1.6094379124341,1.91281005314567,36.5899499257406,4.39829544017242,2.99592098789354,3.71968708588483,241,313,156,131.666666666667,1397.33333333333,5.90536184805457,2.63905732961526,311.666666666667,-13.3190656194444,-12.2585404138889,1.06052520555555,-12.7888030166667,0.693147180559945
"151","Euoticus elegantulus",0,-1.24827306322252,-1.34323487165944,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,5.63478960316925,1.71379792775834,255,5475,NA,396.788,NA,512.324,135.206,0.99,1.616,182,NA,60,NA,2008.587,-0.642454066244427,2.78809290877575,NA,0,20,0,0,0,20,60,0,0,3,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.36899031728659,NA,NA,NA,NA,2.07944154167984,1.56602840704856,129.721528815382,7.53155970821592,0.807882933036908,2.94802559959928,243.262955854127,350,149,126.740882917466,1731.24712092131,6.29710931993394,0,256.991842610365,-5.67614121944444,5.51939380833333,11.1955350277778,-0.0783737055555553,1.79175946922805
"152","Euoticus pallidus",0,NA,NA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5.62535235495239,1.6467336971778,235.89,5475,NA,338.022,NA,443.457,132.715,1.243,1.648,213.124,NA,82.223,NA,1825,-0.646263594661095,NA,NA,NA,20,0,0,0,20,60,0,0,3,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,-2.51334671366717,NA,NA,NA,NA,0.693147180559945,2.45109827499201,116.81412276264,7.53537080217878,2.13568561299495,5.85468498060181,254.068548387097,343,135,114.689516129032,2552.3064516129,6.45362499889269,2.07944154167984,385.838709677419,3.209849675,6.55114891944444,3.34129924444444,4.88049929722222,2.19722457733622
"153","Galago gallarum",0,-1.44816976483798,-1.6094379124341,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5.25853649653619,1.41001088773721,180,6874.167,292.592,285.185,300,411.675,126.49,1.5,2,221.848,2.50143595173921,89.089,4.68522827815867,1939.579,-0.84863208340034,NA,NA,NA,40,0,0,0,0,60,0,0,2,1200,5.01727983681492,1050,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.7540983606557,-2.81529154845344,-3.15674660442523,2.18379232641946,0.190426638917794,NA,0.693147180559945,1.87972663658533,75.4447764897409,5.43402839840486,0.594206369152575,3.13067235636108,266.604221635884,418,109,174.617414248021,396.617414248021,5.41164605185504,0,105.931398416887,-0.863598869444443,9.93113898055555,10.79473785,4.53377005555556,1.79175946922805
"154","Galago matschiei",0,-1.57503648571677,-1.55116900431012,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5.25853649653619,1.38729386145297,177.5,6874.167,292.592,285.185,300,411.675,126.49,1.5,2,221.848,2.50143595173921,89.089,4.68522827815867,1945.412,-0.84863208340034,NA,NA,0,40,0,0,0,0,60,0,0,2,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.7540983606557,-2.81529154845344,-3.15674660442523,2.18379232641946,0.190426638917794,NA,0.693147180559945,2.18922682878822,176.641157767352,7.01520077775438,2.13778855357984,5.28833475864981,203.779411764706,325,30,130.066176470588,1471.83088235294,5.67675380226828,2.19722457733622,133.794117647059,-4.200929825,4.36660588611111,8.56753571111111,0.0828380305555552,1.79175946922805
"155","Galago moholi",0,-1.54177926396029,-1.63989711991881,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5.19295685089021,1.34911156999217,180,6874.167,420.91,323.23,300,259.15,126,1.545,2,200.613,2.4932054526027,90.46,4.60517018598809,1930.522,-0.884307686021104,1.14422279992016,-3.2188758248682,0,40,0,0,0,0,60,0,0,2,NA,NA,NA,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,14.8760330578512,-3.27811870692179,-2.79310671745071,2.1119647333854,0.207716666666667,-8.41183267575841,4.20469261939097,1.72561033038767,103.051204015356,8.40778837577862,0.0274540016555293,3.31616474337048,216.347555684119,381,3,235.165895284929,815.677176742841,6.49677499018586,0,179.741394272491,-27.3499430583333,-4.48565455277778,22.8642885055556,-15.9177988055556,3.43398720448515
"156","Galago senegalensis",1,-1.30563645810244,-1.49165487677772,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5.25853649653619,1.41196210786847,180,6874.167,330.37,285.185,300,511,126.49,1.5,2,221.848,2.50143595173921,89.089,4.68522827815867,2167.552,-0.84863208340034,5.01063529409626,-2.52572864430826,1.25276296849537,40,0,0,0,0,60,0,0,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,15.7540983606557,-2.5991561613538,-3.03531251306464,2.18379232641946,0.190426638917794,-7.78426514084445,5.58724865840025,1.984427119687,96.1758581942612,8.84760026683105,0.0000238883478938139,4.01032089903681,253.373959667093,425,-9,202.2978553137,1014.46983034571,7.00215595440362,0,218.402848911652,-9.5898661361111,17.3806092972222,26.9704754333333,3.89537158055556,3.73766961828337
"157","Galagoides demidoff",0,-2.76780020550798,-2.82009970491083,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4.14472076954717,1.0462658082959,137.5,5110,345.24,345.24,270,359.52,111,1.29,1,364.75,2.29152414563462,45.654,NA,1705.404,-1.46101790731583,4.0517849478033,-4.60517018598809,1.70474809223843,80,0,0,0,10,10,0,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.38018200202224,-2.65418487476073,-2.69471485584629,NA,0.202188589540412,-8.74989095553526,2.484906649788,1.75698858312372,120.186234410217,9.20201902903116,0.0378813942242448,4.12691589175535,243.374337111365,408,30,136.052199230529,1715.01050223562,7.00215595440362,0,231.293750649891,-12.147428325,11.9877046972222,24.1351330222222,-0.0798618138888907,3.43398720448515
"158","Galagoides thomasi",0,-2.2730262907525,-2.04022082852655,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4.15575319035074,1.10194007876078,137.5,5110,307.62,345.24,270,456.24,111,1.29,1,364.75,2.29152414563462,45.654,NA,1900.606,-1.45671682541644,4.17361774311661,NA,0,80,0,0,0,20,0,0,0,2,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.45096056622851,-2.41593569634947,-2.81008942817409,NA,0.199970219435737,NA,1.94591014905531,1.77296179584609,122.583728922411,9.20201902903116,0.0378813942242448,4.18785500879333,246.791633226324,408,30,136.554273675762,1726.43128009631,7.00215595440362,0,233.964987961477,-10.2982057027778,13.1980328083333,23.4962385111111,1.44991355277778,3.36729582998647
"159","Gorilla beringei",0,5.09067800176979,4.5798523780038,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11.8482684928466,6.17420268378715,1672.22,20221,4317.603,3091.06,5478.75,3348.06,257,1,0.3,1428.485,7.6389205267296,1008.05,9.44105518878671,7300,2.77552191621722,-0.234457311214483,NA,NA,0,0,0,0,10,0,0,90,1,3800,6.39859493453521,3200,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,67.3126353790614,-1.79834059473999,-1.54402128120108,1.80213466205711,0.0044568155489767,NA,5.97126183979046,1.64396916735838,145.684284535489,6.36510177869985,2.56030932730122,4.13338392449514,214.093023255814,300,94,122.434108527132,1706.71317829457,5.59842195899838,2.77258872223978,131.263565891473,-4.06005556944444,-0.058036225,4.00201934444444,-2.05904589722222,0.693147180559945
"160","Gorilla gorilla",1,5.13167228913909,4.3267781604434,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,11.7457460028518,6.10865407333915,1672.22,20221,3353.12,2829,4015,3650,257,1.005,0.3,1412.932,7.63626960337937,834,9.44105518878671,8030,2.71918794551267,0.193096629961913,1.39376637595859,1.79175946922805,0,0,0,0,10,0,0,90,1,1900,0,1900,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,60.9148141891892,-1.71199450075919,-1.7968304126641,1.80478558540734,0.00494953492041528,-10.3519796268932,7.43366654016617,1.45866498244844,129.857542608572,7.53155970821592,0.807882933036908,2.89902871779054,242.906666666667,350,149,125.36358974359,1761.97692307692,6.29710931993394,0,262.455384615385,-5.36463054166667,6.47376728611111,11.8383978277778,0.554568372222223,1.94591014905531
"161","Hapalemur alaotrensis",0,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.15078380714289,2.69090404226724,396.5,8504.5,880.513,880.513,NA,1021.753,141.24,1.2,1.1,332.562,3.81109708683819,147,NA,3260.575,0.192271887647123,4.47733681447821,NA,NA,0,0,0,0,0,0,0,100,1,750,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,28.2102876106195,-2.11907565557509,-2.26784602198843,NA,0.0467914407048831,NA,2.56494935746154,2.19040613711979,41.5007171630859,4.58055669471823,4.59075371696092,4.58055669471823,210,297,111,186,1148,5.63478960316925,1.6094379124341,276,-17.6702943861111,-17.3448946972222,0.325399688888893,-17.5075945416667,0
"162","Hapalemur aureus",0,0.418710334858185,0.3293037471426,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,7.29722988440514,2.79941320711618,381.54,4157.958,NA,708.976,NA,822.312,142.5,1.01,1.05,364.75,NA,135,NA,2783.99,0.272314595320659,NA,-1.56064774826467,1.09861228866811,0,0,0,0,0,0,0,100,1,1400,6.39859493453521,800,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,NA,-1.62065948227232,NA,NA,NA,-8.85787763266981,2.63905732961526,1.9336842020319,59.1554303850446,4.85169129446577,4.08529077848272,4.48526821661324,193.142857142857,283,93,165.857142857143,1637.28571428571,5.88332238848828,3.52636052461616,288.142857142857,-22.2764857138889,-21.1068325638889,1.16965315,-21.6916591388889,0.693147180559945
"163","Hapalemur griseus",0,-0.142139767161123,-0.240162556483805,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,7.09233262290743,2.63210464418741,396.5,8504.5,1003.17,880.513,1346,996.45,141.24,1.2,1.1,332.562,3.81109708683819,147,NA,3285,0.159564569671338,3.42044429902461,-4.60517018598809,1.1314021114911,0,0,0,0,0,0,0,100,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26.6086283185841,-2.14415175137479,-2.13743044902885,NA,0.0496079686707519,-11.6975028088955,4.74493212836325,2.24446365810407,47.1712913905105,4.58108241859444,1.67563403506895,3.39851671034266,224.561290322581,345,77,163.129032258065,1634.72258064516,6.20859002609663,0,331.116129032258,-21.451081625,-15.7079755305556,5.74310609444444,-18.5795285777778,1.38629436111989
"164","Hapalemur meridionalis",0,0.0657877405380032,0.0723206615796261,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,6.84054652928869,2.63210464418741,396.5,8504.5,1003.17,880.513,1346,996.45,141.24,1.2,1.1,332.562,3.81109708683819,147,NA,3285,0.0217614917815127,3.42044429902461,-4.60517018598809,1.1314021114911,0,0,0,0,0,0,0,100,1,1600,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,20.6858407079646,-2.14415175137479,-2.13743044902885,NA,0.0638117647058824,-11.4457167152768,2.83321334405622,1.98272306237582,48.5455506188529,5.31092116713395,2.7649371623918,3.93357518926052,200.068965517241,305,86,172.793103448276,1508.31034482759,5.96870755998537,2.83321334405622,245.448275862069,-25.1148043416667,-21.4223115305556,3.69249281111111,-23.2685579361111,0.693147180559945
"165","Hapalemur occidentalis",0,-0.167235919375914,0.165514438477573,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,7.09233262290743,2.67104037546831,396.5,8504.5,880.513,880.513,NA,1021.753,141.24,1.2,1.1,332.562,3.81109708683819,147,NA,3285,0.159564569671338,NA,NA,NA,0,0,0,0,0,0,0,100,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,26.6086283185841,-2.11907565557509,-2.26784602198843,NA,0.0496079686707519,NA,1.09861228866811,2.33168875044801,49.7585176817128,4.54655929281919,2.8195295583536,3.69720543139082,221.68,328,77,148.986666666667,1987.72,6.20455776256869,2.19722457733622,306.586666666667,-16.2129402916667,-12.6702503861111,3.54268990555556,-14.4415953388889,1.6094379124341
